File,Text,Initial Label,Turks Label
clip_1093,"Where is the promise of peace on earth in this: Lord thy kingdom come, thy kingdom will be done.",3,0
clip_1094,"Zerma reads the quote ""People are not fighting for ideas, they fight for material beliefs to live in peace.""",3,2
clip_1095,"Decided I'd go to bed early for once. I've been laying here since 2 am, yet the total amount of sleep I've had all week is 10 hours.",3,1
clip_1096,"More people are in prison because of drug related crimes. But you know, gun crime is up.",3,1
clip_1097,"My entire career has been devote to being the boss and beating corruption, but I get beat in a corrupt election.",3,1
clip_1098,"Just walked into Starbucks, and asked for a tall blonde.",3,1
clip_1099,The definition of irony would be if a 77 year old rapper went viral and took Bitcoin mainstream.  Maybe the only way Baby Boomers will buy in.,3,1
clip_1100,"Being a hipster now is so mainstream, oh the irony.",3,1
clip_1101,180 dean on 26/11 and more than 10K are killed in terror attacks til date but not one Paki shows simpathy to them.,3,1
clip_1102,rangers league game was below a move because the petro fact cup find in april,3,0
clip_1103,Painting all cops with a broad brush because of the actions of a few is the same logic racists use.,3,1
clip_1104,So there used to be a crosswalk here,3,2
clip_1105,So there used to be a crossing place here.,3,2
clip_1106,"So, there used to be a crossing place here.",3,1
clip_1107,Stupid doctors visits is going to bury me. Oh the irony.,3,1
clip_1108,Sub is making life go by so slow that I feel like I'm losing brain cells,3,1
clip_1109,That moment when the ad plays flawlessly but the video keeps buffering,3,1
clip_1110,that time when ward was mad that sky held a secret from him,3,2
clip_1111,That time when Ward was mad because Sky hid a secret from him.,3,0
clip_1112,The definition of irony would be if a 77-year-old rapper went viral and made Bit Coin main stream.,3,1
clip_1113,The irony is anti state people will claim the middle man hacker won when in reality the state won.,3,1
clip_1114,"The song was, 'Don't Cry for Me, Argentina'.",3,2
clip_1115,"We were miles apart, but you found me, and now we are living close enough, still apart.",3,1
clip_1116,You think my mom and I would get along better. She's a middle child too.,3,0
clip_1117,Welcome to the surrealist estate agency.,4,2
clip_1118,Fucking car just gave up.,4,0
clip_1119,"We don't have a good enough singles depth at the moment, to even account for doubles, the problem has never been doubles, always singles.",4,2
clip_1120,You're a tough bugger,4,2
clip_1121,uh oh mama is not gonna be pleased,4,0
clip_1122,The ones that caught me by surprise were the ones I didn't expect.,4,2
clip_1123,"Something like that irony, is one of the few things keeping sanity when facing Russian propaganda.",4,0
clip_1124,a tits in public who doesn't agree with seeing tits in public,4,1
clip_1125,A tit in public who doesn't agree with seeing tits in public.,4,1
clip_1126,Acronyms because we're cool as fuck. Judge me.,4,0
clip_1127,And that somebody thought you were padawon sister.,4,2
clip_1128,can always count on you to speak to me on here but deletes messages so it looks like I am talking to myself,4,1
clip_1129,"Can always count on you to speak to me on here, then delete the messages, so it looks like I am talking to myself.",4,1
clip_1130,Can holidays last forever?,4,2
clip_1131,Can holidays last forever?,4,2
clip_1132,Corny jokes are my absolute favorite.,4,0
clip_1133,"Day 9, December 10th I painted the boars head not really still in bed.",4,2
clip_1134,"Day 9, December 10th I painted the boars head not really still in bed.",4,2
clip_1135,"Equal justice for all, unless you are black, during the Obama administration.",4,1
clip_1136,"Equal justice for all, unless you are black, during the Obama administration.",4,1
clip_1137,Getting Final Jeopardy correct on Kid's Jeopardy boosts my self esteem.,4,0
clip_1138,"I thought it was, what I call, the wet look.",4,2
clip_1139,Wonder how many people who visit food banks have huge TVs or are drunks?,4,1
clip_1140,this lost a five row on the kickoff cheers forest,4,1
clip_1141,Just lost the fiver already on the early kick off.  Cheers for us.,4,1
clip_1142,Just realized my last final is tomorrow.,4,2
clip_1143,Andy forgot to move the elf on the self and now tam is asking me if Christmas is real.,4,0
clip_1144,Most important thing I've learned in school.,4,2
clip_1145,Obama and Hilary convinced Ukraine that they would protect them if they essentially disarm. Need to keep at least one promise.,4,2
clip_1146,"Obama and Hillary convinced the Ukraine, that they would protect them if they essentially disarm. We need to keep at least one promise!",4,1
clip_1147,"OLD ENOUGH TO KNOW BETTER, YOUNG ENOUGH TO DO IT AGAIN",4,1
clip_1148,"Old enough to know better, young enough to do it again.",4,0
clip_1149,"Once again, Barack Obama is rewriting history",4,2
clip_1150,Once again Barack Obama is rewriting history.,4,2
clip_1151,Only a true night shift person would understand this.,4,2
clip_1152,Only a true night shift person would understand this.,4,2
clip_1153,"Orion launch underway, yeah!",4,2
clip_1154,And that somebody thought you were Padowan's sister.,4,1
clip_1155,Please note sarcasm in last tweet before you kill yourself many good pros including BalancePhysio can show you best usage,4,1
clip_1156,Protesters upset over decision in chock hold death take the streets again. Mexico streets aren't the only ones taken.,4,0
clip_1157,Protesters upset over decision in choke hold. Death take the streets again. Mexico streets aren't the only one taken.,4,0
clip_1158,what might do it for me bro turns into an hour long conversation,4,0
clip_1159,"ya, amazing night. ill think you out to the death, i'll let you know",4,0
clip_1160,I wonder how many people who visit food banks have huge TV's or are drunks.,4,1
clip_1161,What is religion it is a culture created by a fool,4,0
clip_1162,The feeling you get when you just want to flip the table and screw the finals.,4,2
clip_1163,Nothing,4,2
clip_1164,When you mate starts poking you on Facebook.,4,1
clip_1165,Welcome to the Surrealist Estate Agency.,4,0
clip_1166,The fuckin' car just gave up!,4,2
clip_1167,"We don't have a good enough single step at the moment to even account for the doubles.  The problem has never been doubles, only singles.",4,2
clip_1168,You're a tough bugger.,4,2
clip_1169,"Oh, oh mom is not going to be pleased.",4,0
clip_1170,The ones that caught me by surprise were the ones I didn't expect.,4,0
clip_1171,"Ummm, yeah, something like that's. Irony is one of the few things keeping sanity when facing the RU propaganda.",4,0
clip_1172,Corny jokes are my absolute favorite.,4,2
clip_1173,Most important thing I've ever learned in school.,4,0
clip_1174,Or we on launch underway. Yeah.,4,0
clip_1175,"The girls on Sorority Sisters thought they'd get rich and famous, but instead they be like",4,2
clip_1176,I wonder what was the holiday rituals for true Africans?,4,0
clip_1177,Getting final Jeopardy correct on kids Jeopardy boosts my self esteem.,4,0
clip_1178,"Woke up, showered, made a lunch, and got ready for work only to realize I have the whole weekend off.",4,1
clip_1179,"So, I may have had a few empties to recycle.",4,0
clip_1180,How much did it cost to build medicare? I see this way too often.,4,2
clip_1181,Name an excuse that people use not to work out,4,2
clip_1182,tag a team mate who is bad he runs the line every week,4,2
clip_1183,50 kilometers into the ruffasta 500 and we stop off for a coffee toes are coming back to life,4,0
clip_1184,"Warn them, that your degree of sarcasm depends on them, in this funny tank top. Order now.",4,2
clip_1185,you really need to get a weed that mow lol,4,2
clip_1186,"Tag a teammate that is so bad, he runs the line every week.",4,0
clip_1187,Name an excuse that people use to not work out.,4,2
clip_1188,You're degree of sarcasm depends on this funny tank top. Order now.,4,0
clip_1189,50 kilometers into the raffa fest of 500 and we stop off for coffee. Toes are coming back to life.,4,0
clip_1190,"You do really need to get a wee bit more, LOL.",4,0
clip_1191,How much did it cost to build Medicare?  I see this way too often.,4,0
clip_1192,So I may have had a few empties to recycle,4,2
clip_1193,Someone tell me where the fuck to find a fried chicken ornament because this shit is necessary.,4,0
clip_1194,Hey sorry I'm late I didn't want to come,4,1
clip_1195,"Pit players versus victims? How dare the NFL put a divide between men, and the women and children they beat?",4,1
clip_1196,"Hmm, I wouldn't say she has tits.",4,0
clip_1197,That awkward moment when you plan your whole day around your golf class and it gets cancelled.,4,0
clip_1198,Everybody's talking about snow and I'm just sitting here and the only snow around is on our cars!,4,1
clip_1199,Things also go slowly if you are waiting for them especially,4,0
clip_1200,"Everybody is talking about snow. And I am just sitting here, and the only snow around, is on our cars.",4,1
clip_1201,"Hey, sorry I'm late. I didn't want to come.",4,1
clip_1202,"Hmmn, I don't want to say she has tits.",4,0
clip_1203,"Pit players versus victims? How dare the NFL put a divide between men and the women, and the children they beat?",4,1
clip_1204,Someone tell me where to find a fried chicken ornament because this shit is necessary.,4,0
clip_1205,"That awkward moment when you plan your whole day around your golf class, and it gets canceled!",4,1
clip_1206,"Things also go slowly , when you are waiting for them especially.",4,0
clip_1207,SOMEONE HAS FILLED MY HEAD WITH SNOT AND USED THE CHEESE GRATER ON THE BACK OF MY THROAT DURING THE NIGHT,4,0
clip_1208,Somebody has filled my head with snot and I used a cheese grater on the back of my throat during the night.,4,1
clip_1209,the girls on sorority sister thought they would get rich and famous instead they be like,4,1
clip_1210,Start with India. I need to be somewhere they don't speak great English so I don't have to say much.,4,0
clip_1211,"Start with India, I need to be somewhere where they don't speak great English, so I don't have to say much.",4,1
clip_1212,Take me to church.,4,2
clip_1213,Take me to church,4,2
clip_1214,Take me to church.,4,0
clip_1215,the feeling you get when you want to flip the tables and screw the finals,4,0
clip_1216,"To be fair, you didn't use the mandatory sarcasm hashtag.",4,0
clip_1217,"To be fair, you didn't use the mandatory sarcasm hashtag",4,1
clip_1218,I wonder what the holiday ritual is for true Africans.,4,0
clip_1219,"Woke up, showered, made lunch and got ready for work only to realize I have the whole day off.",4,1
clip_1220,What is religion? It is a culture that has been invented by a fool who wanted to do everything that is not legal legally.,4,0
clip_1221,When I start singing songs from one smaller feeling to myself while I work.,4,2
clip_1222,When make dua for me bro turns into an hour long conversation,4,0
clip_1223,When your mates dad starts poking you on Facebook.,4,0
clip_1224,"Yeah amazing night, I think he out till the death! I'll let u know",4,0
clip_1225,Day 9th December to have a pint at the boar's head not really still in bed.,4,2
clip_1226,just realized my last final is tomorrow,4,2
clip_1227,AMY FORGOT TO MOVE THE ELF ON SHELF AND NOW TIM IS ASKING ME IF CHRISTMAS IS REAL,4,0
clip_1228,Please note sarcasm in last tweet before you kill yourself.  Many good pros including balanced physio can show you best usage.,4,0
clip_1229,Take me to church.,4,2
clip_1230,"To be fair, you didn't use the mandatory sarcasm hashtag.",4,1
clip_1231,When I start singing songs from 'once more with feeling' to myself at work.,4,2
clip_825,Pulled a 'white van man' by the looks of it.  Yuck!  So naff!  That keeps the magic of Christmas alive.,1,1
clip_826,That's some bullshit. That's a complete rip off for those items. And I bet some of you idiots really think that is a good sale. Not.,1,1
clip_827,Monday morning inspiration,1,0
clip_828,An important call from the council about a form we did three months ago is just what I need an hour before we head off to Disneyland. Not.,1,1
clip_829,"can't wait to have an afternoon schedule because of you, gonna be so much fun not",1,1
clip_830,How dare Charles Barkley have an intelligent conversation about race!,1,1
clip_831,How dare Charles Barkley have an intelligent conversation about race,1,1
clip_832,"Can't wait to have an afternoon scheduled because of you, it's going to be so much fun, not.",1,1
clip_833,"Since the tribunal was established fourteen years ago, no complaint against the intelligent services has ever been  upheld.",1,2
clip_834,When you're sick and you feel bad for yourselves cause your cells are fighting hard for you.,1,0
clip_835,"An important call from the council about a form we did three months ago, is just what I need an hour before we head to DisneyLand. Not",1,1
clip_836,"Pulled by a white van man by the looks of it. Yuck, so naf. That keeps imaginative x alive. Not.",1,1
clip_837,That's some bullshit. That's a complete ripoff for those ads and I bet some of you idiots think that's a really good sale. Not!,1,1
clip_838,Monday morning inspiration!,1,2
clip_839,"Final lab coursework submitted, now to finally treat myself by catching up with the whole semesters lectures.",1,1
clip_840,"Here we go again, thanks to all that claim to cover benzewelle high school hoop. North Highlanders beat Parkersburg 66-65 on last second shot by Alexa Paige.",1,0
clip_841,Here we go again. Thanks to all that claimed to cover WVHS hoop. Not highlanders beat Parkersburg on the last second shot by Alexia Paige.,1,1
clip_842,I think my friend just sent Frankie ballard a snapchat of me drinking water... cause she's fun like that.,1,0
clip_843,I think my friend just sent frankie a snapchat of me drinking water cause she is fun like that.,1,1
clip_844,I'm shocked that Marks Meade doesn't think that Bart Keys should be in the playoff.,1,2
clip_845,"It's a shame that on an off day that  the NFL doesn't have any interesting stories and isn't getting any attention, not.",1,1
clip_846,"Guyelle pro at presentations, Anderson not.",1,0
clip_847,"Loving how dominate the SEC is, not!",1,1
clip_848,"Gail pro at presentations. Anderson, not!",1,1
clip_849,"Loving how dominate the SEC is, not!",1,1
clip_850,I'm shocked the Mark May doesn't think the buckeyes should be in the playoff.,1,0
clip_851,"It's a shame on an off day that the NFL doesn't have any interesting stories, and isn't getting any attention. Not!",1,1
clip_852,"Almost seventy two hours of a kid asking for his Christmas Gift., and zero answers from Playstation. Thank you guys, you are awesome! Not!",1,1
clip_853,Hooray to working all weekend.,1,1
clip_854,"Congress just screwed us, but it's a great day in the district, because we got another stadium",1,1
clip_855,"Almost 72 hours of a kid asking for his Christmas gift and zero answers from PlayStation, thank you guys are awesome, not.",1,1
clip_856,"Just screwed us. But it's a great day in the district, because we got another stadium.",1,1
clip_857,Ready to work all weekend,1,1
clip_858,It's ok ticketmaster I didn't really want to see my idol anyway.,1,1
clip_859,"It's ok Ticketmaster, I didn't really want to see my idol anyway.",1,1
clip_860,Malaya is fake and planted by the U.S. cuz Pakistan is perfectly safe for kids going to school.,1,1
clip_861,"pretty shitty day, i am going to be soaked and full of clay",1,1
clip_862,Rolled out of bed for closing. I look really good. Not.,1,1
clip_863,Rolled out of bed for closing I look really good not,1,1
clip_864,"I like the feeling when people think they're two steps ahead of me but truth is, they're miles and miles behind me",1,1
clip_865,"Yeah I do. But you know there's this thing called an all nighter, and apparently I want to pull one. Not.",1,1
clip_866,What a lovely palm of thaw we're having here in Milwaukee.  Not.,1,1
clip_867,Flash update. Not..,1,1
clip_868,When you're sick and you feel bad for your cells because they're fighting hard for you....,1,0
clip_869,"So ill, it actually hurts to breath. Still that nice long walk to the station did me the world of good. NOT",1,1
clip_870,"So ill, it actually hurts to breath. Still that nice long walk to the station did me the world of good. NOT",1,1
clip_871,"So Jeremy Irons, and Alan Rickman are both in Marakeesh? Just one week before I'm going there? Everything's fine. Not!",1,1
clip_872,"So, Jeremy Irons and Alan Rigmond are both in Arquette, just one week before I'm going there.  Everything is fine.  NOT",1,1
clip_873,That's always a solution.  Not.  Doesn't fix anything!,1,1
clip_874,"That's always a solution, not. Doesn't fix anything.",1,1
clip_875,That's always the solution not doesn't fix anything,1,1
clip_876,"Since the tribunal was established fourteen years ago, no complaint against the intelligence services have ever been upheld.",1,2
clip_877,Tried to export an azure vm. Well that went ok.,1,1
clip_878,What a great Christmas.,1,2
clip_879,What a great Christmas,1,2
clip_880,what a great christmas,1,1
clip_881,what a lovely permafall we are having here in Milwaukee not,1,1
clip_882,Yeah I do.  You know there is this thing called all nighters and apparently I want to pull one.  Not.,1,1
clip_883,"Yeah. I think so too, because you know how she loves her with all her heart.",1,1
clip_884,"Yea,I think that too because you know how she loves her with all her heart",1,0
clip_885,"Yeah, I thinks so too. Cause you know, how she loves her with all her heart!",1,1
clip_886,YOU SEEM SUPER SMART,1,0
clip_887,YOU SEEM SUPER SMART,1,1
clip_888,it's snowing in chicago white christmas not,2,1
clip_889,is there a liked on me? i'm not a facebook status to be liked on people,2,1
clip_890,"Ah, the 2014 gamer gate Ebola campaign. how many people did we kill?",2,1
clip_891,I wonder what triggered the anxiety.,2,2
clip_892,I didn't know the heredity banquet wants to encourage a something for nothing culture.,2,1
clip_893,Wash hands with water. MOH is rubbing this in everyone's face.,2,1
clip_894,Decemberbesson. Not.,2,1
clip_895,Decide then you want it more than you're afraid of it.  Bill Cosby.,2,0
clip_896,"Blue skies, warm air, and the royal commendation. What more does one need? Education? Not.",2,1
clip_897,clash update not,2,1
clip_898,Effigies of Jesus or Allah when she herself hadn't kept any of the Hindu gods.,2,0
clip_899,"Effigies of Jesus or Allah, when she herself hadn't kept any of the Hindu gods!",2,1
clip_900,Guess they didn't the memo reg non-nuclear baltic sea,2,1
clip_901,"Hmmm, let me think about that.",2,0
clip_902,I hope you weren't driving when you took that picture.,2,1
clip_903,I hope you weren't driving when you took that picture.,2,1
clip_904,i like to think of myself as a broken down justin bieber. my philosophy professor everyone.,2,1
clip_905,I like to think of myself as a broken down Justin Bieber. My philosophy professor everyone!,2,1
clip_906,"i think it's your white skin or racist DNA, he is a genesis too did you know?",2,1
clip_907,"I think its's your white skin or racist DNA. He's a genetisis too, did you know.",2,1
clip_908,If it got the attention of the smartass to comment that. Didn't it work anyway?,2,1
clip_909,"If we win against poland and scotland, does that put us 56th in the world rankings",2,0
clip_910,IF WE WIN AGAINST POLAND AND SCOTLAND DOES THAT PUT US 65TH IN THE RANKINGS,2,1
clip_911,"If you want to look like a bad ass, have drama on social media. Not!",2,1
clip_912,Isn't this blaming the victim.,2,1
clip_913,"While we applauded ourselves on getting on the moon, Carl Sagan spoke a truth we all denied.",2,0
clip_914,"Dualistic, as in, good and evil...right, because that doesn't apply to the real world.",2,1
clip_915,"No! Now someone will study rumor of ABBV pricing their HCV drug same or higher than gild,",2,0
clip_916,"It is good, that very few businesses in EM economies, have borrowed much via dollar dominated loans from international banks.",2,2
clip_917,I actually think he needs to use the youngsters in this reincarnation.,2,2
clip_918,"Hold on a minute.  Are you staying, all white woman look the same?",2,0
clip_919,"No, now someone will start a rumor of abbv pricing their hcb drugs same or higher then gild.",2,1
clip_920,I actually think you need to use the youngsters in this reincarnation.,2,0
clip_921,Isn't this blaming the victim?,2,1
clip_922,"Why we applauded ourselves in getting the moon, Carl Sagan spoke a truth we all denied.",2,0
clip_923,Dualistic as in good and evil? Right because that doesn't apply to the real world.,2,1
clip_924,"it is good that very few businesses, govs, and em economies have borrowed much via dollar denominated loans from international banks",2,1
clip_925,"Hold on a minute, are you saying all blonde, white women look the same?",2,1
clip_926,"Not everyone's really for you, no matter how long you knew them.  And not everyone's a bad person just because it's been a short time.",2,0
clip_927,Did you know iOS 8 features custom keyboards?,2,0
clip_928,"I'm not close minded, I'm just dogmatic.",2,1
clip_929,This team would finish fourth.,2,2
clip_930,"I guess Paul didn't have buns, hon.",2,1
clip_931,I will let him know. I'm sure he's shaking/quaking in his boots.,2,1
clip_932,Maybe you should grind the gym man not,2,1
clip_933,Did you know why USA features custom keyboards?,2,2
clip_934,i guess bold didn't have bun hun,2,0
clip_935,More like sarcasm... shaking in his boots...,2,1
clip_936,I'm not closed minded. I'm just dogmatic.,2,1
clip_937,"Maybe you should grind the gym man, not.",2,1
clip_938,"Not everyone's really for you, no matter how long you knew them.  And not everyone's a bad person just because it's been a short time.",2,0
clip_939,this scene would finish 4th,2,2
clip_940,"It's funny because people thing I'm quiet, but I'm just listening to everyone's conversations and figuring out your weaknesses to destroy you later in life.",2,1
clip_941,It's funny because people think I'm quiet but I'm just listening to everyone's conversations and figuring out your weaknesses to destroy you later in life.,2,0
clip_942,it's international human rights day,2,0
clip_943,Its funny because people think I am quiet but I'm just listening to everybody's convos and figuring out your weaknesses to destroy you later in life.,2,1
clip_944,It's so the speaker remembers their talks over.  Otherwise how would they know?,2,2
clip_945,it's so the speaker remembers or talks over otherwise how would they know,2,2
clip_946,"Jeez I wish the government paid for my food, not!",2,1
clip_947,"Jeff Roylet, have a wank over this hashtag. Not!",2,1
clip_948,"Jeff Rylet have a wank over this hashtag, not.",2,1
clip_949,"Lektor Griseves, is that not a label?",2,1
clip_950,Make sure you don't say Christmas! The decorate of the holiday.,2,0
clip_951,Make sure you don't say Christmas then decorate for the holiday,2,1
clip_952,maybe only way baby boomers will buy in,2,2
clip_953,Niagra Falls though. Really?,2,1
clip_954,"Niagra falls though, really?",2,1
clip_955,It's snowing in Chicago. White Christmas! Not..,2,0
clip_956,Is there like a tab on me? I got a facebook status to be liked by people.,2,0
clip_957,"Ahh, the 2014 Game of Gates Bowler Campaign. How many people did we kill?",2,1
clip_958,I don't think the heriditary baronay wants to encourage a something for nothing culture.,2,2
clip_959,I wonder what triggered the anxiety.,2,2
clip_960,Wash hands with water? MOH is rubbing this on everyone's face?,2,0
clip_961,Decemberbessen. Not.,2,1
clip_962,"People complain about my background pick and all I feel is like, hey don't blame be, Albert E might have spoken those words.",2,0
clip_963,Guess they didn't get the memo. Right non nuclear baltic sea...,2,1
clip_964,Who told the hipsters that irony was a thing of the Clinton years? Do they not carry history books in used bookstores in Brooklyn?,2,1
clip_965,Hmmm let me think about that,2,0
clip_966,If you wanna look like a badass have drama on social media not,2,1
clip_967,"Produce mobile aps, not...",2,0
clip_968,decide that you wanted more of what you are afraid of it Bill Cosby,2,0
clip_969,Our three losses. Followed by weeks and NFCS team. Do we get rid of those next year?,2,2
clip_970,"All 3 losses followed by weeks and an fcs tane, do we get rid of those next year?",2,0
